Author short Names;authors;articles
"Mach-Krol, M; Hadasik, B";"Mach-Krol, Maria; Hadasik, Bartlomiej";On a Certain Research Gap in Big Data Mining for Customer Insights
"Aljumah, AI; Nuseir, MT; Alam, MM";"Aljumah, Ahmad Ibrahim; Nuseir, Mohammed T.; Alam, Md. Mahmudul";Organizational performance and capabilities to analyze big data: do the ambidexterity and business value of big data analytics matter?
"Guo, H; Jiang, L";"Guo, Hang; Jiang, Liu";Big-Data Based English-Chinese Corpus Collection and Mining and Machine Translation Framework
"Vadivu, V; Kavitha, N";"Vadivu, V.; Kavitha, N.";A HYBRID APPROACH FOR EXTRACTIVE DOCUMENT SUMMARIZATION WITH BIG DATA ANALYTICS
"Costa, RLD; Moreira, J; Pintor, P; dos Santos, V; Lifschitz, S";"Costa, Rogerio Luis de C.; Moreira, Jose; Pintor, Paulo; dos Santos, Veronica; Lifschitz, Sergio";A Survey on Data-driven Performance Tuning for Big Data Analytics Platforms
"Shen, J; Liu, DZ; Liu, Q; Sun, XM; Zhang, Y";"Shen, Jian; Liu, Dengzhi; Liu, Qi; Sun, Xingming; Zhang, Yan";Secure Authentication in Cloud Big Data with Hierarchical Attribute Authorization Structure
"Gallego, AJ; Ortega-Santos, I";"Gallego, Angel J.; Ortega-Santos, Ivan";Editorial: Theoretical Syntax at the Crossroads: Big Data, Citizen Science and Crowdsourcing
"Zhong, ZQ; Zhou, SP; Li, YZ";"Zhong, Ziqi; Zhou, Sanping; Li, Yuzhen";Research on the Precise Marketing Method of Goods Based on Big Data Technology
"Lin, Y; Shen, ZJ; Teng, X";"Lin, Yong; Shen, Zhenjiang; Teng, Xiao";Review on Data Sharing in Smart City Planning Based on Mobile Phone Signaling Big Data From the Perspective of China Experience: Anonymization VS De-anonymization
"Chen, YY; Ren, FL; Wang, SH; Zhang, LX";"Chen, Yanyan; Ren, Fanglei; Wang, Shuhuan; Zhang, Linxuan";Application of big data analysis technology in environmental monitoring
"Liu, Y; Yuan, RM; Yang, XK; Liu, B; Zhang, RQ";"Liu, Yan; Yuan, Ruiming; Yang, Xiaokun; Liu, Bo; Zhang, Ruiqi";Construct Fine-grained Energy Big Data Using NILM Technology
"Liang, C; Qiao, S; Olatosi, B; Lyu, T; Li, XM";"Liang, Chen; Qiao, Shan; Olatosi, Bankole; Lyu, Tianchu; Li, Xiaoming";Emergence and evolution of big data science in HIV research: Bibliometric analysis of federally sponsored studies 2000-2019
"Goncalves-Pinho, M; Ribeiro, JP; Freitas, A; Mota, P";"Goncalves-Pinho, M.; Ribeiro, J. P.; Freitas, A.; Mota, P.";The use of big data in psychiatry - the role of pharmacy registries
"Shen, J; Wang, C; Wang, AX; Ji, S; Zhang, Y";"Shen, Jian; Wang, Chen; Wang, Anxi; Ji, Sai; Zhang, Yan";A Searchable and Verifiable Data Protection Scheme for Scholarly Big Data
Singla, S;Singla, Samriddhi;Raptor: Large Scale Processing of Big Raster plus Vector Data
"Suominen, A; Hajikhani, A";"Suominen, Arho; Hajikhani, Arash";Research themes in big data analytics for policymaking: Insights from a mixed-methods systematic literature review
Wang, CL;Wang, Chun-li;Research on the Core Technology of Education Big Data Based on Data Mining
"Sudar, KM; Nagaraj, P; Deepalakshmi, P; Chinnasamy, P";"Sudar, K. Muthamil; Nagaraj, P.; Deepalakshmi, P.; Chinnasamy, P.";Analysis of Intruder Detection in Big Data Analytics
"Griffith, DA; Chun, YW; Lee, M";"Griffith, Daniel A.; Chun, Yongwan; Lee, Monghyeon";Deeper Spatial Statistical Insights into Small Geographic Area Data Uncertainty
"Guo, ZH; Li, JL; Li, F; Zhu, KQ";"Guo, Zehua; Li, Jiale; Li, Fei; Zhu, Keque";Application of big data technology and Virtual Reality Technology in the Treatment of Mental Diseases
"Moore, EF; Thomas, K; Gephart, SM";"Moore, Emily F.; Thomas, Karen; Gephart, Sheila M.";Fresh Perspectives on an Old Method Secondary Analysis in a Big Data Era
Chang, V;Chang, Victor;An ethical framework for big data and smart cities
Hussain, R;Hussain, Rabia;Big data, medicines safety and pharmacovigilance
"Sahoo, S; Halder, R";"Sahoo, Swagatika; Halder, Raju";Traceability and ownership claim of data on big data marketplace using blockchain technology
"Tao, Q; Ding, HW; Wang, HX; Cui, XH";"Tao, Qi; Ding, Hongwei; Wang, Huixia; Cui, Xiaohui";Application Research: Big Data in Food Industry
Kiese-Himmel, C;Kiese-Himmel, Christiane;With big Data comes big Responsibility
"Richardson, SM; Petter, S; Carter, M";"Richardson, Sandra M.; Petter, Stacie; Carter, Michelle";Five Ethical Issues in the Big Data Analytics Age
"Caruso, R; Arrigoni, C; Conte, G; Rocco, G; Dellafiore, F; Ambrogi, F; Stievano, A";"Caruso, Rosario; Arrigoni, Cristina; Conte, Gianluca; Rocco, Gennaro; Dellafiore, Federica; Ambrogi, Federico; Stievano, Alessandro";The Byzantine Role of Big Data Application in Nursing Science A Systematic Review
"Shen, YT; Yue, WW; Xu, HX";"Shen, Yu-Ting; Yue, Wen-Wen; Xu, Hui-Xiong";Editorial: Ultrasound in Oncology: Application of Big Data and Artificial Intelligence
"Giffen, R; Bryant, D";"Giffen, Randy; Bryant, Donald";Changing Health-Related Behaviors 6: Analysis, Interpretation, and Application of Big Data
"Lv, Z; Qiao, L; Hossain, MS; Choi, BJ";"Lv, Zhihan; Qiao, Liang; Hossain, M. Shamim; Choi, Bong Jun";Analysis of Using Blockchain to Protect the Privacy of Drone Big Data
"Sharma, S; Kumar, N; Kaswan, KS";"Sharma, Shalini; Kumar, Naresh; Kaswan, Kuldeep Singh";Big data reliability: A critical review
"Silva, N; Barros, J; Santos, MY; Costa, C; Cortez, P; Carvalho, MS; Goncalves, JNC";"Silva, Nuno; Barros, Julio; Santos, Maribel Y.; Costa, Carlos; Cortez, Paulo; Carvalho, M. Sameiro; Goncalves, Joao N. C.";Advancing Logistics 4.0 with the Implementation of a Big Data Warehouse: A Demonstration Case for the Automotive Industry
"Smirnov, DA; Botasheva, LE; Denikaeva, RN; Leonov, AN; Pervyshev, EA";"Smirnov, Dmitriy Anatolyevich; Botasheva, Leila Emerbekovna; Denikaeva, Razela Nesyurovna; Leonov, Alexey Nikolaevich; Pervyshev, Evgeny Anatolievich";Legal features of the use of big data in the tax activities of the state
"Mezni, H; Sellami, M; Aridhi, S; Ben Charrada, F";"Mezni, Haithem; Sellami, Mokhtar; Aridhi, Sabeur; Ben Charrada, Faouzi";Towards big services: a synergy between service computing and parallel programming
"Louati, F; Ktata, FB; Ben Amor, IA";"Louati, Faten; Ktata, Farah Barika; Ben Amor, Ikram Amous";A Distributed Intelligent Intrusion Detection System based on Parallel Machine Learning and Big Data Analysis
"Qiao, S; Li, XM; Olatosi, B; Young, SD";"Qiao, Shan; Li, Xiaoming; Olatosi, Bankole; Young, Sean D.";Utilizing Big Data analytics and electronic health record data in HIV prevention, treatment, and care research: a literature review
"Xu, C; Du, XP; Fan, XT; Yan, ZZ; Kang, XJ; Zhu, JJ; Hu, ZY";"Xu, Chen; Du, Xiaoping; Fan, Xiangtao; Yan, Zhenzhen; Kang, Xujie; Zhu, Junjie; Hu, Zhongyang";A Modular Remote Sensing Big Data Framework
"Kim, Y; Park, B; Kim, G";"Kim, Yeonjin; Park, Bongseop; Kim, Gyoungbae";Introduction to Building and Service of the Fire Safety Big Data Platform in Korea
Xu, S;Xu, Shu;Analysis method for structured big data feature based on hypernetwork model
"Cheng, BQ; Feng, WJ";"Cheng, Binqi; Feng, Weijie";Analysis of the Application of Big Data in Banking Sector
van Gemert, T;van Gemert, Ties;Big Books in Times of Big Data
"Javaid, M; Haleem, A; Singh, RP; Suman, R";"Javaid, Mohd; Haleem, Abid; Singh, Ravi Pratap; Suman, Rajiv";Significant Applications of Big Data in Industry 4.0
Li, ZH;Li, Zhihong;Changes of the Customer Relationship Under the Big Data and the Concerned Management Paths
"Wang, ZF; Wang, Y; Zhang, LY; Zhang, CC; Zhang, XJ";"Wang, Zhenfei; Wang, Yan; Zhang, Liying; Zhang, Chuchu; Zhang, Xingjin";A Dimensionality Reduction Algorithm for Unstructured Campus Big Data Fusion
"Aljawarneh, S; Lara, JA";"Aljawarneh, Shadi; Lara, Juan A.";Editorial: Special Issue on Quality Assessment and Management in Big Data-Part II
"Hu, DH; Li, YF; Pan, LX; Li, M; Zheng, SL";"Hu, Donghui; Li, Yifan; Pan, Lixuan; Li, Meng; Zheng, Shuli";A blockchain-based trading system for big data
"Aljawarneh, S; Lara, JA";"Aljawarneh, Shadi; Lara, Juan A.";Editorial: Special Issue on Quality Assessment and Management in Big Data-Part I
"Jaber, F; Abbad, M";"Jaber, Faten; Abbad, Muneer";Big Data and Firm Performance: An Outside-in Approach
"Chen, W; Zhang, TY; Zhu, HY; Wang, XM; Wang, YH";"Chen, Wei; Zhang, Tianye; Zhu, Haiyang; Wang, Xumeng; Wang, Yunhai";Perspectives on cross-domain visual analysis of cyber-physical-social big data
"Novak, R; Pavlicek, A";"Novak, Richard; Pavlicek, Antonin";Data Experts as the Balancing Power of Big Data Ethics
"Qian, CC; Huang, BX; Yang, XQ; Chen, G";"Qian, Chengcheng; Huang, Baoxiang; Yang, Xueqing; Chen, Ge";Data science for oceanography: from small data to big data
Vetova, S;Vetova, Stella;Big Heterogeneous Data Integration and Analysis
Arfanuzzaman, M;Arfanuzzaman, Md;Harnessing artificial intelligence and big data for SDGs and prosperous urban future in South Asia
Du, J;Du, Juan;Research on Enterprise Information Security and Privacy Protection in Big Data Environment
"Khamisy-Farah, R; Gilbey, P; Furstenau, LB; Sott, MK; Farah, R; Viviani, M; Bisogni, M; Kong, JD; Ciliberti, R; Bragazzi, NL";"Khamisy-Farah, Rola; Gilbey, Peter; Furstenau, Leonardo B.; Sott, Michele Kremer; Farah, Raymond; Viviani, Maurizio; Bisogni, Maurizio; Kong, Jude Dzevela; Ciliberti, Rosagemma; Bragazzi, Nicola Luigi";Big Data for Biomedical Education with a Focus on the COVID-19 Era: An Integrative Review of the Literature
Jonsson, S;Jonsson, Sverker;Media history: From big bang to big data
"Raju, B; Jumah, F; Ashraf, O; Narayan, V; Gupta, G; Sun, H; Hilden, P; Nanda, A";"Raju, Bharath; Jumah, Fareed; Ashraf, Omar; Narayan, Vinayak; Gupta, Gaurav; Sun, Hai; Hilden, Patrick; Nanda, Anil";Big data, machine learning, and artificial intelligence: a field guide for neurosurgeons
"He, JN; Yin, XY";"He, Jiangnan; Yin, Xiaoyin";Internet User Behavior Analysis Based on Big Data
"Cao, GM; Tian, N; Blankson, C";"Cao, Guangming; Tian, Na; Blankson, Charles";Big Data, Marketing Analytics, and Firm Marketing Capabilities
"Ferretti, A; Ienca, M; Velarde, MR; Hurst, S; Vayena, E";"Ferretti, Agata; Ienca, Marcello; Velarde, Minerva Rivas; Hurst, Samia; Vayena, Effy";The Challenges of Big Data for Research Ethics Committees: A Qualitative Swiss Study
"Ying, S; Sindakis, S; Aggarwal, S; Chen, C; Su, JF";"Ying, Song; Sindakis, Stavros; Aggarwal, Sakshi; Chen, Charles; Su, Jiafu";Managing big data in the retail industry of Singapore: Examining the impact on customer satisfaction and organizational performance
"Zhang, YC; Zhang, M; Li, J; Liu, GJ; Yang, MM; Liu, SQ";"Zhang, Yucheng; Zhang, Meng; Li, Jing; Liu, Guangjian; Yang, Miles M.; Liu, Siqi";A bibliometric review of a decade of research: Big data in business research-Setting a research agenda
"Zhang, HW; Khurshid, A; Wang, XY; Baltateanu, AM";"ZHANG, Huaiwen; KHURSHID, Adnan; WANG, Xinyu; Baltateanu, Alina Mirela";"CORPORATE FINANCIAL RISK ASSESSMENT AND ROLE OF BIG DATA; NEW PERSPECTIVE USING FUZZY ANALYTIC HIERARCHY PROCESS"
"Nobanee, H; Dilshad, MN; Al Dhanhani, M; Al Neyadi, M; Al Qubaisi, S; Al Shamsi, S";"Nobanee, Haitham; Dilshad, Mehroz Nida; Al Dhanhani, Mona; Al Neyadi, Maitha; Al Qubaisi, Sultan; Al Shamsi, Saeed";Big Data Applications the Banking Sector: A Bibliometric Analysis Approach
"Arooj, A; Farooq, MS; Akram, A; Iqbal, R; Sharma, A; Dhiman, G";"Arooj, Ansif; Farooq, Muhammad Shoaib; Akram, Aftab; Iqbal, Razi; Sharma, Ashutosh; Dhiman, Garav";Big Data Processing and Analysis in Internet of Vehicles: Architecture, Taxonomy, and Open Research Challenges
"Jackson, MD; Leung, CK; Mbacke, MDB; Cuzzocrea, A";"Jackson, Marshall D.; Leung, Carson K.; Mbacke, M. Diarra B.; Cuzzocrea, Alfredo";A Bayesian Framework for Supporting Predictive Analytics over Big Transportation Data
"Lassoued, R; Macall, DM; Smyth, SJ; Phillips, PWB; Hesseln, H";"Lassoued, Rim; Macall, Diego M.; Smyth, Stuart J.; Phillips, Peter W. B.; Hesseln, Hayley";Expert Insights on the Impacts of, and Potential for, Agricultural Big Data
Yang, JH;Yang, Junhao;The New Models of Financial Industry Development under the Background of Big Data
Monino, JL;Monino, Jean-Louis;Data Value, Big Data Analytics, and Decision-Making
Nikunen, K;Nikunen, Kaarina;Ghosts of white methods? The challenges of Big Data research in exploring racism in digital context
"Wu, DAY; Long, SW; Zhou, XL; Zhou, Y";"Wu, Dianyi; Long, Siwei; Zhou, Xiaolin; Zhou, Yan";Research on Marketing System Construction of Internet Platform Based on Big Data Technology
"Djeddi, C; Zarour, NE; Charrel, PJ";"Djeddi, Chabane; Zarour, Nacer Eddine; Charrel, Pierre-Jean";FORMAL VERIFICATION OF EXTENSION OF ISTAR TO SUPPORT BIG DATA PROJECTS
"Staegemann, D; Volk, M; Saxena, A; Pohl, M; Nahhas, A; Hausler, R; Abdallah, M; Bosse, S; Jamous, N; Turowski, K";"Staegemann, Daniel; Volk, Matthias; Saxena, Akanksha; Pohl, Matthias; Nahhas, Abdulrahman; Hausler, Robert; Abdallah, Mohammad; Bosse, Sascha; Jamous, Naoum; Turowski, Klaus";Challenges in Data Acquisition and Management in Big Data Environments
"Bansal, M; Chana, I; Clarke, S";"Bansal, Maggi; Chana, Inderveer; Clarke, Siobhan";A Survey on IoT Big Data: Current Status, 13 V's Challenges, and Future Directions
Liang, JX;Liang, JingXuan;Research on the Relationship Between Big Data Management, Informatization and Enterprise Performances of Textile and Garment Enterprises under the Background of Digital Economy
"Zada, AJJ; Albayrak, A";"Zada, Adham Jolosi Jolosi; Albayrak, Ahmet";Interface Software Proposal for Heterogeneous Data Read from a Data Source
"Li, WQ; Xu, SP; Peng, XD";"Li, Wenquan; Xu, Suping; Peng, Xindong";Research on Comprehensive Evaluation of Data Source Quality in Big Data Environment
"Bian, F; Wang, XS";"Bian, Fei; Wang, Xuansheng";The effect of big-data on the management of higher education in China and its countermeasures
"Bai, XM; Zhang, FL; Li, JZ; Guo, T; Aziz, A; Jin, AJ; Xia, F";"Bai, Xiaomei; Zhang, Fuli; Li, Jinzhou; Guo, Teng; Aziz, Abdul; Jin, Aijing; Xia, Feng";Educational Big Data: Predictions, Applications and Challenges
"Mujeeb, SM; Sam, RP; Madhavi, K";"Mujeeb, S. Md; Sam, R. Praveen; Madhavi, K.";Adaptive Exponential Bat algorithm and deep learning for big data classification
Nobanee, H;Nobanee, Haitham;A Bibliometric Review of Big Data in Finance
"Adler-Nissen, R; Eggeling, KA; Wangen, P";"Adler-Nissen, Rebecca; Eggeling, Kristin Anabel; Wangen, Patrice";Machine Anthropology: A View of from International Relations
"Carnevale, A; Tangari, EA; Iannone, A; Sartini, E";"Carnevale, Antonio; Tangari, Emanuela A.; Iannone, Andrea; Sartini, Elena";Will Big Data and personalized medicine do the gender dimension justice?
"Guo, J; Wang, D";"Guo, Jie; Wang, Dong";An empirical study on artificial intelligence technology based on big data to assist enterprise management decision
Branga, VA;Branga, Vlad-Alexandru;BIG DATA ANALYTICS IN BASKETBALL VERSUS BUSINESS
"Seo, S; Chung, JM";"Seo, Seungwoo; Chung, Jong-Moon";Adaptive Trust Management and Data Process Time Optimization for Real-Time Spark Big Data Systems
"Sekmen, S; Innocenti, GM; Jayatilaka, B";"Sekmen, Sezen; Innocenti, Gian Michele; Jayatilaka, Bo";Editorial: Innovative Analysis Ecosystems for HEP Data
"Abukhodair, F; Alsaggaf, W; Jamal, AT; Abdel-Khalek, S; Mansour, RF";"Abukhodair, Felwa; Alsaggaf, Wafaa; Jamal, Amani Tariq; Abdel-Khalek, Sayed; Mansour, Romany F.";An Intelligent Metaheuristic Binary Pigeon Optimization-Based Feature Selection and Big Data Classification in a MapReduce Environment
"Pandey, KK; Shukla, D";"Pandey, Kamlesh Kumar; Shukla, Diwakar";Euclidean distance stratified random sampling based clustering model for big data mining
"Mountasser, I; Ouhbi, B; Hdioud, F; Frikh, B";"Mountasser, Imadeddine; Ouhbi, Brahim; Hdioud, Ferdaous; Frikh, Bouchra";Semantic-based Big Data integration framework using scalable distributed ontology matching strategy
"Baldan, FJ; Peralta, D; Saeys, Y; Benitez, JM";"Baldan, Francisco J.; Peralta, Daniel; Saeys, Yvan; Benitez, Jose M.";SCMFTS: Scalable and Distributed Complexity Measures and Features for Univariate and Multivariate Time Series in Big Data Environments
"Zhang, Z; Mu, HQ";"Zhang, Zhen; Mu, Huaiqin";Challenges and Solutions of Big Data Sharing
"Gong, YW; Janssen, M";"Gong, Yiwei; Janssen, Marijn";Roles and Capabilities of Enterprise Architecture in Big Data Analytics Technology Adoption and Implementation
"Zhang, XF; Wang, YM";"Zhang, Xiangfeng; Wang, Yanmei";Research on intelligent medical big data system based on Hadoop and blockchain
"Feng, J; Yang, LT; Dai, GH; Chen, JJ; Yan, Z";"Feng, Jun; Yang, Laurence T.; Dai, Guohui; Chen, Jinjun; Yan, Zheng";An Improved Secure High-Order-Lanczos Based Orthogonal Tensor SVD for Outsourced Cyber-Physical-Social Big Data Reduction
"Wang, X; Luo, K";"Wang, Xiang; Luo, Kai";RESEARCH ON THE APPLICATION OF EDUCATIONAL ECOLOGY IN SCIENTIFIC RESEARCH MANAGEMENT
"Ali, H; Titah, R";"Ali, Hamza; Titah, Ryad";Is big data used by cities? Understanding the nature and antecedents of big data use by municipalities
Chen, WM;Chen Wangming;Analysis and Application: Sports Education Information Management under the Background of Big data
Luo, WW;Luo, Weiwei;Analysis of Artistic Modeling of Opera Stage Clothing Based on Big Data Clustering Algorithm
"Zhang, SJ; Zhang, LX; Gao, HS; Li, Y; Wang, ML";"Zhang, Shujuan; Zhang, Lixia; Gao, Huisheng; Li, Yang; Wang, Meili";Operation Management Architecture of Power Communication Backbone Transmission Network Based on Big Data
"Li, YF; Deng, XW; Ba, S; Myers, WR; Brenneman, WA; Lange, SJ; Zink, R; Jin, R";"Li, Yifu; Deng, Xinwei; Ba, Shan; Myers, William R.; Brenneman, William A.; Lange, Steve J.; Zink, Ron; Jin, Ran";Cluster-based data filtering for manufacturing big data systems
"Wu, CR; Cui, HT; Lu, Z; Yang, XM; McMurtrey, ME";"Wu, Chuanrong; Cui, Haotian; Lu, Zhi; Yang, Xiaoming; McMurtrey, Mark E.";Big Data Knowledge Pricing Schemes for Knowledge Recipient Firms
"Huang, W; Li, TR; Liu, J; Xie, P; Du, SD; Teng, F";"Huang, Wei; Li, Tianrui; Liu, Jia; Xie, Peng; Du, Shengdong; Teng, Fei";An overview of air quality analysis by big data techniques: Monitoring, forecasting, and traceability
"Yang, YX; Gao, JJ; Guo, KH";"Yang, Yixin; Gao, Jianjun; Guo, Konghui";Monitoring and Analysis of Auto Body Precision Based on Big Data
